"","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR"
"557","Docetaxel","IGROV1",4,0.000430760922549618,0.038474897061932,1.11958953874843
"558","Docetaxel","IGROV1",5,0.0073974360749092,0.038474897061932,19.226655923216
"559","Docetaxel","LOXIMVI",1,0.0522141826246032,0.0508644306721432,102.653626384143
"560","Docetaxel","LOXIMVI",2,0.0500723274299175,0.0508644306721432,98.4427167831065
"561","Docetaxel","LOXIMVI",3,0.0280319392079603,0.0508644306721432,55.1110841850286
"562","Docetaxel","LOXIMVI",4,0.0286131816557845,0.0508644306721432,56.2538128858975
"563","Docetaxel","LOXIMVI",5,0.0293996223640121,0.0508644306721432,57.799963502026
"564","Docetaxel","M14",1,0.0378921887644369,0.0383425390848164,98.8254551442633
"565","Docetaxel","M14",2,0.0329479200194062,0.0383425390848164,85.9304594996252
"566","Docetaxel","M14",3,0.0187066452034113,0.0383425390848164,48.7882275141739
"567","Docetaxel","M14",4,0.00809179240436435,0.0383425390848164,21.1039555478179
"568","Docetaxel","M14",5,0.00893439427731554,0.0383425390848164,23.3015196451962
"569","Docetaxel","MALME3M",1,0.01508454023621,0.0149155090091872,101.133258187292
"570","Docetaxel","MALME3M",2,0.0136220064801094,0.0149155090091872,91.3278016306312
"571","Docetaxel","MALME3M",3,0.00545533828897026,0.0149155090091872,36.5749387809029
"572","Docetaxel","MALME3M",4,0.0044523464431318,0.0149155090091872,29.850449222949
"573","Docetaxel","MALME3M",5,0.0117891948368343,0.0149155090091872,79.0398425529616
"574","Docetaxel","MDAMB231",1,0.0317553921655148,0.0313143348703864,101.408483676738
"575","Docetaxel","MDAMB231",2,0.0325931347293062,0.0313143348703864,104.083752263022
"576","Docetaxel","MDAMB231",3,0.0282393979570842,0.0313143348703864,90.1804176073684
"577","Docetaxel","MDAMB231",4,-0.0120301237634997,0.0313143348703864,-38.417305726894
"578","Docetaxel","MDAMB231",5,-0.017543559022262,0.0313143348703864,-56.0240512687776
"579","Docetaxel","OVCAR4",1,0.0292797902539451,0.029170765833557,100.373745485498
"580","Docetaxel","OVCAR4",2,0.028245893233148,0.029170765833557,96.8294538248118
"581","Docetaxel","OVCAR4",3,0.0151783859734067,0.029170765833557,52.0328676319701
"582","Docetaxel","OVCAR4",4,0.00337623888152823,0.029170765833557,11.5740495151633
"583","Docetaxel","OVCAR4",5,0.0105356821186579,0.029170765833557,36.1172626689767
"584","Docetaxel","OVCAR5",1,0.0422374030836775,0.0434162002674235,97.2848909474224
"585","Docetaxel","OVCAR5",2,0.0441739995465036,0.0434162002674235,101.745429757584
"586","Docetaxel","OVCAR5",3,0.0312434322380047,0.0434162002674235,71.9626131387817
"587","Docetaxel","OVCAR5",4,0.0159056793810656,0.0434162002674235,36.6353556577821
"588","Docetaxel","OVCAR5",5,0.0168149291237602,0.0434162002674235,38.7296194051715
"589","Docetaxel","SF539",1,0.0394212939992475,0.0384652108775527,102.485578786344
"590","Docetaxel","SF539",2,0.0469295207348334,0.0384652108775527,122.005104519576
"591","Docetaxel","SF539",3,0.0421939784131694,0.0384652108775527,109.693869994595
"592","Docetaxel","SKMEL2",1,0.0348977543876651,0.0333796703715687,104.547929920211
"593","Docetaxel","SKMEL2",2,0.0307771977506286,0.0333796703715687,92.2034202495997
"594","Docetaxel","SKMEL2",3,0.0228713711459852,0.0333796703715687,68.5188646004903
"595","Docetaxel","SKMEL2",5,0.0123887813088038,0.0333796703715687,37.1147502983014
"596","Docetaxel","SW620",1,0.0370808316433944,0.037384362126904,99.1880816837822
"597","Docetaxel","SW620",2,0.0370332986998879,0.037384362126904,99.060935088783
"598","Docetaxel","SW620",3,0.0283400404634188,0.037384362126904,75.807206144688
"599","Docetaxel","SW620",4,0.0219966677410815,0.037384362126904,58.8392217751696
"600","Docetaxel","SW620",5,0.0226908892206458,0.037384362126904,60.6962053909597
"601","Docetaxel","T47D",1,0.0272395621935075,0.0276361106024267,98.5651077511449
"602","Docetaxel","T47D",2,0.0272496798237391,0.0276361106024267,98.6017179325743
"603","Docetaxel","T47D",3,0.000695731845036944,0.0276361106024267,2.51747380463824
"604","Docetaxel","T47D",4,-0.00478764699082435,0.0276361106024267,-17.3238812787351
"605","Docetaxel","T47D",5,-0.00365566109405279,0.0276361106024267,-13.2278421759239
"606","Docetaxel","UACC257",1,0.0284870003304857,0.0272559337351184,104.51669206174
"607","Docetaxel","UACC257",2,0.027108934230844,0.0272559337351184,99.4606697180032
"608","Docetaxel","UACC257",3,0.0217673780506928,0.0272559337351184,79.8628961393689
"609","Docetaxel","UACC257",4,0.010936989137216,0.0272559337351184,40.1270022282304
"610","Docetaxel","UACC257",5,0.01342210006217,0.0272559337351184,49.2446899548924
"611","Erlotinib","A498",1,0.0311620141334532,0.0314525111334736,99.0763948901008
"612","Erlotinib","A498",3,0.0307109421748646,0.0314525111334736,97.6422583384138
"613","Erlotinib","A498",4,0.0358801448447551,0.0314525111334736,114.077202588029
"614","Erlotinib","A498",5,0.0302525678794937,0.0314525111334736,96.1849047636045
"615","Erlotinib","ACHN",1,0.0328542654287625,0.0380091976631821,86.4376715338746
"616","Erlotinib","ACHN",2,0.037487454587876,0.0380091976631821,98.627324154723
"617","Erlotinib","ACHN",3,0.0326599618223914,0.0380091976631821,85.9264699870994
"618","Erlotinib","ACHN",4,0.0213377452461201,0.0380091976631821,56.1383732306169
"619","Erlotinib","ACHN",5,0.0237082126513811,0.0380091976631821,62.3749358286146
"620","Erlotinib","BT549",1,0.029581109853875,0.0361593240141026,81.8076959689233
"621","Erlotinib","BT549",2,0.0350727206325049,0.0361593240141026,96.9949565949464
"622","Erlotinib","BT549",3,0.0312950832981464,0.0361593240141026,86.5477553892901
"623","Erlotinib","BT549",4,0.0325467865852081,0.0361593240141026,90.0093889269456
"624","Erlotinib","BT549",5,0.0375060894069581,0.0361593240141026,103.724531444034
"625","Erlotinib","COLO205",1,0.0555745591115167,0.0534429368350681,103.98859494385
"626","Erlotinib","COLO205",2,0.0529370183508837,0.0534429368350681,99.0533482736068
"627","Erlotinib","COLO205",3,0.0513350171096572,0.0534429368350681,96.0557561948436
"628","Erlotinib","COLO205",4,0.0517094760180097,0.0534429368350681,96.7564267240627
"629","Erlotinib","COLO205",5,0.0545099457003076,0.0534429368350681,101.996538604404
"630","Erlotinib","EKVX",1,0.0118200856128361,0.0225374094814301,52.4465139730249
"631","Erlotinib","EKVX",2,0.0219884025795598,0.0225374094814301,97.5640194924679
"632","Erlotinib","EKVX",3,0.0206936870424612,0.0225374094814301,91.8192796714811
"633","Erlotinib","EKVX",4,0.015449847491868,0.0225374094814301,68.5520112886
"634","Erlotinib","EKVX",5,0.0141680196458757,0.0225374094814301,62.8644550188855
"635","Erlotinib","HCT15",1,0.0471360084255032,0.0483074373286203,97.5750547578249
"636","Erlotinib","HCT15",2,0.04432409139294,0.0483074373286203,91.7541766734946
"637","Erlotinib","HCT15",3,0.0465778426507405,0.0483074373286203,96.4196099534034
"638","Erlotinib","HCT15",4,0.0445814924912478,0.0483074373286203,92.2870161544151
"639","Erlotinib","HCT15",5,0.0459585484507111,0.0483074373286203,95.1376247472404
"640","Erlotinib","HOP62",1,0.0313488664392615,0.0328472134228197,95.4384350225663
"641","Erlotinib","HOP62",2,0.03469734600957,0.0328472134228197,105.632540462215
"642","Erlotinib","HOP62",3,0.0299586331994873,0.0328472134228197,91.2060113405977
"643","Erlotinib","HOP62",4,0.0351754207932038,0.0328472134228197,107.087990510533
"644","Erlotinib","HOP62",5,0.0305884809378553,0.0328472134228197,93.1235187110416
"645","Erlotinib","HS578T",1,0.0256743227777839,0.0300198026815637,85.5246220307486
"646","Erlotinib","HS578T",2,0.0303883409424833,0.0300198026815637,101.227650510661
"647","Erlotinib","HS578T",3,0.0316639030088573,0.0300198026815637,105.476719300035
"648","Erlotinib","HS578T",4,0.0278389307232462,0.0300198026815637,92.7352222083163
"649","Erlotinib","HS578T",5,0.0299626108416781,0.0300198026815637,99.8094862897926
"650","Erlotinib","HT29",1,0.0468064655016791,0.0476834215568565,98.1608785054745
"651","Erlotinib","HT29",2,0.0464013811163002,0.0476834215568565,97.3113497339371
"652","Erlotinib","HT29",3,0.0473555438556417,0.0476834215568565,99.3123863797738
"653","Erlotinib","HT29",4,0.0444200036941788,0.0476834215568565,93.1560744675454
"654","Erlotinib","HT29",5,0.0446847579288819,0.0476834215568565,93.7113077667905
"655","Erlotinib","IGROV1",1,0.0377777818550996,0.038474897061932,98.1881297675461
"656","Erlotinib","IGROV1",2,0.0362574085036733,0.038474897061932,94.2365315372014
"657","Erlotinib","IGROV1",3,0.0335852908454673,0.038474897061932,87.2914378208886
"658","Erlotinib","IGROV1",4,0.0207116154139056,0.038474897061932,53.8315031241452
"659","Erlotinib","IGROV1",5,0.0152295394020896,0.038474897061932,39.5830543161039
"660","Erlotinib","LOXIMVI",1,0.0497716586839477,0.0508644306721432,97.8515988997514
"661","Erlotinib","LOXIMVI",2,0.0503370544588355,0.0508644306721432,98.9631728767259
"662","Erlotinib","LOXIMVI",3,0.050377032771543,0.0508644306721432,99.0417706555259
"663","Erlotinib","LOXIMVI",4,0.0493623250507903,0.0508644306721432,97.0468447174115
"664","Erlotinib","LOXIMVI",5,0.0510685553517954,0.0508644306721432,100.401311244331
"665","Erlotinib","M14",1,0.0391735197720413,0.0383425390848164,102.167255239374
"666","Erlotinib","M14",2,0.0376376247618516,0.0383425390848164,98.1615345780688
"667","Erlotinib","M14",3,0.0414762655073997,0.0383425390848164,108.172975753252
"668","Erlotinib","M14",4,0.0361373352437031,0.0383425390848164,94.2486755083296
"669","Erlotinib","M14",5,0.0351510165617794,0.0383425390848164,91.6762880100946
"670","Erlotinib","MALME3M",1,0.0144174732289003,0.0149155090091872,96.660953508324
"671","Erlotinib","MALME3M",2,0.0133218565773013,0.0149155090091872,89.3154673373584
"672","Erlotinib","MALME3M",3,0.0165481848267957,0.0149155090091872,110.946162257037
"673","Erlotinib","MALME3M",4,0.0142805297218551,0.0149155090091872,95.7428252234575
"674","Erlotinib","MALME3M",5,0.012880117816807,0.0149155090091872,86.3538603266808
"675","Erlotinib","MDAMB231",1,0.0304645825434121,0.0313143348703864,97.2863791279886
"676","Erlotinib","MDAMB231",2,0.0311792488177738,0.0313143348703864,99.5686127354398
"677","Erlotinib","MDAMB231",3,0.0327885257722121,0.0313143348703864,104.707719030046
"678","Erlotinib","MDAMB231",4,0.0302656097328599,0.0313143348703864,96.650974252312
"679","Erlotinib","MDAMB231",5,0.0314977256200869,0.0313143348703864,100.585644722967
"680","Erlotinib","OVCAR4",1,0.0245938409373735,0.029170765833557,84.3098912030678
"681","Erlotinib","OVCAR4",2,0.0251998023854834,0.029170765833557,86.3871813625628
"682","Erlotinib","OVCAR4",3,0.0264163149691946,0.029170765833557,90.5574955416709
"683","Erlotinib","OVCAR4",4,0.0274334127452185,0.029170765833557,94.0441978854737
"684","Erlotinib","OVCAR4",5,0.0242713509395778,0.029170765833557,83.2043665842221
"685","Erlotinib","OVCAR5",1,0.0355419152813287,0.0434162002674235,81.8632562555154
"686","Erlotinib","OVCAR5",2,0.0408804639606619,0.0434162002674235,94.1594697575036
"687","Erlotinib","OVCAR5",3,0.0439593481317268,0.0434162002674235,101.251025794422
"688","Erlotinib","OVCAR5",4,0.0452499239392068,0.0434162002674235,104.223593176023
"689","Erlotinib","OVCAR5",5,0.0415861012219837,0.0434162002674235,95.7847553812464
"690","Erlotinib","SF539",1,0.0357121731842206,0.0384652108775527,92.842785388345
"691","Erlotinib","SF539",2,0.031209876931674,0.0384652108775527,81.1379327440194
"692","Erlotinib","SF539",3,0.0390041932484408,0.0384652108775527,101.401220371842
"693","Erlotinib","SF539",4,0.03744363066161,0.0384652108775527,97.3441450270617
"694","Erlotinib","SF539",5,0.0346400917466828,0.0384652108775527,90.0556397752595
"695","Erlotinib","SKMEL2",1,0.0278558361460271,0.0333796703715687,83.451501575502
"696","Erlotinib","SKMEL2",2,0.0307098373736788,0.0333796703715687,92.0016196440216
"697","Erlotinib","SKMEL2",3,0.0290925967619074,0.0333796703715687,87.156632878817
"698","Erlotinib","SKMEL2",4,0.0267588639474713,0.0333796703715687,80.1651533691094
"699","Erlotinib","SKMEL2",5,0.0223450065650392,0.0333796703715687,66.9419629262477
"700","Erlotinib","SW620",1,0.0340481550911531,0.037384362126904,91.0759289554658
"701","Erlotinib","SW620",2,0.0377284905810712,0.037384362126904,100.920514446653
"702","Erlotinib","SW620",3,0.0382511311754501,0.037384362126904,102.318533737727
"703","Erlotinib","SW620",4,0.0369093011279334,0.037384362126904,98.7292520938087
"704","Erlotinib","SW620",5,0.03930182719154,0.037384362126904,105.129056524027
"705","Erlotinib","T47D",1,0.0231200114847734,0.0276361106024267,83.6587022587152
"706","Erlotinib","T47D",3,0.0258560919906463,0.0276361106024267,93.5590842091068
"707","Erlotinib","T47D",4,0.0253349545209035,0.0276361106024267,91.673372152009
"708","Erlotinib","T47D",5,0.025193396119187,0.0276361106024267,91.1611495612367
"709","Erlotinib","UACC257",1,0.0118422823790316,0.0272559337351184,43.4484560100509
"710","Erlotinib","UACC257",2,0.0266721313534716,0.0272559337351184,97.8580723473998
"711","Erlotinib","UACC257",3,0.0281121022280852,0.0272559337351184,103.141218720618
"712","Erlotinib","UACC257",4,0.0273662973556386,0.0272559337351184,100.404915940847
"713","Erlotinib","UACC257",5,0.0264866263472058,0.0272559337351184,97.1774682335634
"714","Everolimus","A498",1,0.0328874350121672,0.0314525111334736,104.562191783684
"715","Everolimus","A498",2,0.0245534851600744,0.0314525111334736,78.0652618033514
"716","Everolimus","A498",3,0.0222701024913002,0.0314525111334736,70.8054832149763
"717","Everolimus","A498",4,0.0257968088424474,0.0314525111334736,82.0182806166879
"718","Everolimus","A498",5,0.0180100341359075,0.0314525111334736,57.261037312662
"719","Everolimus","ACHN",1,0.0343943473986451,0.0380091976631821,90.4895380939899
"720","Everolimus","ACHN",2,0.0256792688544287,0.0380091976631821,67.5606706618359
"721","Everolimus","ACHN",3,0.0279725745079312,0.0380091976631821,73.5942251552106
"722","Everolimus","ACHN",4,0.0265598094434746,0.0380091976631821,69.8773220072519
"723","Everolimus","ACHN",5,0.023073312321918,0.0380091976631821,60.7045497944519
"724","Everolimus","BT549",1,0.0333500332949165,0.0361593240141026,92.2307985677761
"725","Everolimus","BT549",2,0.0180083151992982,0.0361593240141026,49.8026876616243
"726","Everolimus","BT549",3,0.0232545806710575,0.0361593240141026,64.3114364139881
"727","Everolimus","BT549",4,0.0232996888468003,0.0361593240141026,64.4361848073076
"728","Everolimus","BT549",5,0.0229326431132837,0.0361593240141026,63.4211057273628
"729","Everolimus","COLO205",1,0.0538088215257023,0.0534429368350681,100.684626841828
"730","Everolimus","COLO205",2,0.0522463778280538,0.0534429368350681,97.7610530448448
"731","Everolimus","COLO205",4,0.0509247402294241,0.0534429368350681,95.2880647008314
"732","Everolimus","COLO205",5,0.0464767044135518,0.0534429368350681,86.9651017813356
"733","Everolimus","EKVX",1,0.0214250320183341,0.0225374094814301,95.0643064633821
"734","Everolimus","EKVX",2,0.0187996635378042,0.0225374094814301,83.4153701351272
"735","Everolimus","EKVX",3,0.0159527190391752,0.0225374094814301,70.7832861284239
"736","Everolimus","EKVX",4,0.0137442391473056,0.0225374094814301,60.9841124758825
"737","Everolimus","EKVX",5,0.0120418880146349,0.0225374094814301,53.430666131158
"738","Everolimus","HCT15",1,0.0452116848967901,0.0483074373286203,93.5915614592205
"739","Everolimus","HCT15",2,0.0382310628829513,0.0483074373286203,79.1411529924003
"740","Everolimus","HCT15",3,0.0352456844255911,0.0483074373286203,72.9611968149455
"741","Everolimus","HCT15",4,0.0335126855080624,0.0483074373286203,69.3737597382492
"742","Everolimus","HCT15",5,0.0341578317348823,0.0483074373286203,70.7092605689623
"743","Everolimus","HOP62",1,0.0320323402145272,0.0328472134228197,97.5192014074278
"744","Everolimus","HOP62",2,0.0261986573015736,0.0328472134228197,79.7591471895536
"745","Everolimus","HOP62",3,0.0239338667020855,0.0328472134228197,72.864222587168
"746","Everolimus","HOP62",4,0.024673941252421,0.0328472134228197,75.1173042742171
"747","Everolimus","HOP62",5,0.0220612435485503,0.0328472134228197,67.1632118821496
"748","Everolimus","HS578T",1,0.0274885261527693,0.0300198026815637,91.5679774592625
"749","Everolimus","HS578T",2,0.0186488326745827,0.0300198026815637,62.1217696611833
"750","Everolimus","HS578T",3,0.0175598345680407,0.0300198026815637,58.4941705124027
"751","Everolimus","HS578T",4,0.0202025918116787,0.0300198026815637,67.2975503069708
"752","Everolimus","HS578T",5,0.0164408251654842,0.0300198026815637,54.7665997004743
"753","Everolimus","HT29",1,0.0467606002403456,0.0476834215568565,98.0646914873535
"754","Everolimus","HT29",2,0.0366824176825033,0.0476834215568565,76.9290803487415
"755","Everolimus","HT29",3,0.0330174797542909,0.0476834215568565,69.2431010113687
"756","Everolimus","HT29",4,0.0350069006338039,0.0476834215568565,73.4152447346139
"757","Everolimus","HT29",5,0.0361244884239208,0.0476834215568565,75.7590106675689
"758","Everolimus","IGROV1",1,0.0301387646451058,0.038474897061932,78.3335809751284
"759","Everolimus","IGROV1",2,0.0200680790626626,0.038474897061932,52.1588895490988
"760","Everolimus","IGROV1",3,0.0139825830847091,0.038474897061932,36.3420935531075
"761","Everolimus","IGROV1",4,0.0154719680393215,0.038474897061932,40.2131499258248
"762","Everolimus","IGROV1",5,0.0117963593520392,0.038474897061932,30.6598854132109
"763","Everolimus","LOXIMVI",1,0.0511288248215212,0.0508644306721432,100.51980164898
"764","Everolimus","LOXIMVI",2,0.0355043294482036,0.0508644306721432,69.8018811555247
"765","Everolimus","LOXIMVI",3,0.0286782933201519,0.0508644306721432,56.3818230956001
"766","Everolimus","LOXIMVI",4,0.0291824138684763,0.0508644306721432,57.372929339517
"767","Everolimus","LOXIMVI",5,0.0300391191853198,0.0508644306721432,59.0572209073623
"768","Everolimus","M14",1,0.0329470273657016,0.0383425390848164,85.9281313968812
"769","Everolimus","M14",2,0.0293971268936508,0.0383425390848164,76.6697448716744
"770","Everolimus","M14",3,0.0274289964281884,0.0383425390848164,71.5367241786297
"771","Everolimus","M14",4,0.0286620452363343,0.0383425390848164,74.7526009504269
"772","Everolimus","M14",5,0.0225983382595157,0.0383425390848164,58.9380327930985
"773","Everolimus","MALME3M",1,0.0125409986283363,0.0149155090091872,84.0802591491296
"774","Everolimus","MALME3M",2,0.0131538024873403,0.0149155090091872,88.1887602980112
"775","Everolimus","MALME3M",3,0.00832772114581555,0.0149155090091872,55.8326312610995
"776","Everolimus","MALME3M",4,0.00977664627463408,0.0149155090091872,65.5468497160384
"777","Everolimus","MALME3M",5,0.00951833999653698,0.0149155090091872,63.8150531146754
"778","Everolimus","MDAMB231",1,0.0274507259030658,0.0313143348703864,87.6618520453572
"779","Everolimus","MDAMB231",2,0.0247388398301876,0.0313143348703864,79.0016455166124
"780","Everolimus","MDAMB231",3,0.023603759675293,0.0313143348703864,75.3768514419725
"781","Everolimus","MDAMB231",4,0.0246064671976806,0.0313143348703864,78.5789233574004
"782","Everolimus","MDAMB231",5,0.0236425901355756,0.0313143348703864,75.5008536296076
"783","Everolimus","OVCAR4",1,0.0280339588365455,0.029170765833557,96.1029237165117
"784","Everolimus","OVCAR4",2,0.0205021882611515,0.029170765833557,70.2833390735549
"785","Everolimus","OVCAR4",3,0.0208681097328587,0.029170765833557,71.5377506779505
"786","Everolimus","OVCAR4",4,0.0165605740112186,0.029170765833557,56.7711321180604
"787","Everolimus","OVCAR4",5,0.0193311116283084,0.029170765833557,66.2687834066755
"788","Everolimus","OVCAR5",1,0.0393469538121948,0.0434162002674235,90.6273546967166
"789","Everolimus","OVCAR5",2,0.0315469916987789,0.0434162002674235,72.6617979106052
"790","Everolimus","OVCAR5",3,0.0296486681275928,0.0434162002674235,68.289412580951
"791","Everolimus","OVCAR5",4,0.0310612781368308,0.0434162002674235,71.5430598382811
"792","Everolimus","OVCAR5",5,0.0288239968269479,0.0434162002674235,66.3899573187094
"793","Everolimus","SF539",1,0.0418879389295996,0.0384652108775527,108.89824330599
"794","Everolimus","SF539",2,0.0335164336801027,0.0384652108775527,87.1344077296142
"795","Everolimus","SF539",3,0.0328274494020922,0.0384652108775527,85.3432196344709
"796","Everolimus","SF539",4,0.0350794005176419,0.0384652108775527,91.1977335294249
"797","Everolimus","SF539",5,0.0332290085061239,0.0384652108775527,86.3871736252862
"798","Everolimus","SKMEL2",1,0.0306764101282129,0.0333796703715687,91.9014771168672
"799","Everolimus","SKMEL2",2,0.0290450071672093,0.0333796703715687,87.0140622836962
"800","Everolimus","SKMEL2",3,0.0315200332802338,0.0333796703715687,94.4288332669729
"801","Everolimus","SKMEL2",4,0.032750355402352,0.0333796703715687,98.1146759023938
"802","Everolimus","SKMEL2",5,0.021878680742197,0.0333796703715687,65.5449274922508
"803","Everolimus","SW620",1,0.0366730436340392,0.037384362126904,98.0972833227698
"804","Everolimus","SW620",2,0.0332645656006794,0.037384362126904,88.9798934853038
"805","Everolimus","SW620",3,0.0283534996550988,0.037384362126904,75.8432083416344
"806","Everolimus","SW620",4,0.029322244384127,0.037384362126904,78.4345183812163
"807","Everolimus","SW620",5,0.0292732776686301,0.037384362126904,78.3035365676693
"808","Everolimus","T47D",1,0.0263553456318395,0.0276361106024267,95.3656106352579
"809","Everolimus","T47D",2,0.0236043028987255,0.0276361106024267,85.4110885511246
"810","Everolimus","T47D",3,0.0218780804010345,0.0276361106024267,79.1648315342658
"811","Everolimus","T47D",4,0.0233535541909964,0.0276361106024267,84.5037658408621
"812","Everolimus","T47D",5,0.0238464303460659,0.0276361106024267,86.2872156256747
"813","Everolimus","UACC257",1,0.0264086230117929,0.0272559337351184,96.8912797794418
"814","Everolimus","UACC257",2,0.0253966893095908,0.0272559337351184,93.1785700552534
"815","Everolimus","UACC257",3,0.0243645224938585,0.0272559337351184,89.3916265376942
"816","Everolimus","UACC257",4,0.0240064760367725,0.0272559337351184,88.0779806337761
"817","Everolimus","UACC257",5,0.0232770347740445,0.0272559337351184,85.4017147247931
"818","Fluorouracil","A498",1,0.0350491282844544,0.0314525111334736,111.435071545537
"819","Fluorouracil","A498",2,0.0329818636868408,0.0314525111334736,104.86241796999
"820","Fluorouracil","A498",3,0.0308681206254305,0.0314525111334736,98.1419909349586
"821","Fluorouracil","A498",4,0.0196609046993485,0.0314525111334736,62.5098092038325
"822","Fluorouracil","A498",5,-0.00413816484286751,0.0314525111334736,-13.1568663160362
"823","Fluorouracil","ACHN",1,0.0402213822584328,0.0380091976631821,105.820129682436
"824","Fluorouracil","ACHN",2,0.0376376498274673,0.0380091976631821,99.0224791404247
"825","Fluorouracil","ACHN",3,0.0386248647231035,0.0380091976631821,101.619784414755
"826","Fluorouracil","ACHN",4,0.0357390940777029,0.0380091976631821,94.0274888052211
"827","Fluorouracil","ACHN",5,0.00848428842898059,0.0380091976631821,22.3216719915111
"828","Fluorouracil","BT549",1,0.0374075984670767,0.0361593240141026,103.452150965232
"829","Fluorouracil","BT549",2,0.0343627113876269,0.0361593240141026,95.0313987457979
"830","Fluorouracil","BT549",3,0.0350873622812214,0.0361593240141026,97.0354486370842
"831","Fluorouracil","BT549",4,0.0318067058751876,0.0361593240141026,87.9626672854353
"832","Fluorouracil","BT549",5,0.0215121750509535,0.0361593240141026,59.4927467188366
"833","Fluorouracil","COLO205",1,0.0587405979204111,0.0534429368350681,109.912743196902
"834","Fluorouracil","COLO205",2,0.0544528378878548,0.0534429368350681,101.889681055335
"835","Fluorouracil","COLO205",3,0.0538995638715599,0.0534429368350681,100.854419804625
"836","Fluorouracil","COLO205",4,0.0353983820613334,0.0534429368350681,66.2358473498143
"837","Fluorouracil","COLO205",5,0.0298280719726645,0.0534429368350681,55.8129357013404
"838","Fluorouracil","EKVX",1,0.0244337275872722,0.0225374094814301,108.41409083597
"839","Fluorouracil","EKVX",2,0.0242038710843529,0.0225374094814301,107.394202090067
"840","Fluorouracil","EKVX",3,0.0209635348086797,0.0225374094814301,93.0166123393762
"841","Fluorouracil","EKVX",4,0.0222321221805814,0.0225374094814301,98.6454197360161
"842","Fluorouracil","EKVX",5,0.0210147047284715,0.0225374094814301,93.2436567112415
"843","Fluorouracil","HCT15",1,0.045864611638951,0.0483074373286203,94.943168537276
"844","Fluorouracil","HCT15",2,0.0438202252069293,0.0483074373286203,90.7111360696575
"845","Fluorouracil","HCT15",3,0.0451464521509249,0.0483074373286203,93.4565248075731
"846","Fluorouracil","HCT15",4,0.0443743440835205,0.0483074373286203,91.858203492882
"847","Fluorouracil","HCT15",5,0.0372663441053716,0.0483074373286203,77.1441131349203
"848","Fluorouracil","HOP62",1,0.0341669521587774,0.0328472134228197,104.017810335901
"849","Fluorouracil","HOP62",2,0.032929623008662,0.0328472134228197,100.250887601275
"850","Fluorouracil","HOP62",3,0.0329065625476117,0.0328472134228197,100.180682373351
"851","Fluorouracil","HOP62",4,0.0329570699496394,0.0328472134228197,100.334447021139
"852","Fluorouracil","HOP62",5,0.0233955892793036,0.0328472134228197,71.2254917278619
"853","Fluorouracil","HS578T",1,0.0267874207299924,0.0300198026815637,89.2325010065557
"854","Fluorouracil","HS578T",2,0.0319642877309179,0.0300198026815637,106.477341207004
"855","Fluorouracil","HS578T",3,0.0291426193892314,0.0300198026815637,97.0779844836521
"856","Fluorouracil","HS578T",4,0.0322253412366196,0.0300198026815637,107.346945542751
"857","Fluorouracil","HS578T",5,0.0263792225112327,0.0300198026815637,87.8727378425879
"858","Fluorouracil","HT29",1,0.0479548651490554,0.0476834215568565,100.569261985269
"859","Fluorouracil","HT29",2,0.0478999973066287,0.0476834215568565,100.454195069693
"860","Fluorouracil","HT29",3,0.0487702908103982,0.0476834215568565,102.279344094982
"861","Fluorouracil","HT29",4,0.0493703737232177,0.0476834215568565,103.537816941995
"862","Fluorouracil","HT29",5,0.0291437810306383,0.0476834215568565,61.1193158525505
"863","Fluorouracil","IGROV1",1,0.0374133243607059,0.038474897061932,97.240869288052
"864","Fluorouracil","IGROV1",2,0.0385236567075131,0.038474897061932,100.126731061821
"865","Fluorouracil","IGROV1",3,0.0375671576357099,0.038474897061932,97.6406969334813
"866","Fluorouracil","IGROV1",4,0.0401927819246115,0.038474897061932,104.464949860462
"867","Fluorouracil","IGROV1",5,0.0278880535428907,0.038474897061932,72.4837638889588
"868","Fluorouracil","LOXIMVI",1,0.0523939032095244,0.0508644306721432,103.006958924282
"869","Fluorouracil","LOXIMVI",2,0.0531589828639517,0.0508644306721432,104.511113486354
"870","Fluorouracil","LOXIMVI",3,0.0517052421918143,0.0508644306721432,101.653044197213
"871","Fluorouracil","LOXIMVI",4,0.0476873088338456,0.0508644306721432,93.7537454045709
"872","Fluorouracil","LOXIMVI",5,0.0200774594835676,0.0508644306721432,39.4724942720402
"873","Fluorouracil","M14",1,0.0393953081223067,0.0383425390848164,102.745694632172
"874","Fluorouracil","M14",2,0.0381366825443334,0.0383425390848164,99.4631118715752
"875","Fluorouracil","M14",3,0.0387095251243188,0.0383425390848164,100.957125032045
"876","Fluorouracil","M14",4,0.035892337867461,0.0383425390848164,93.609705366837
"877","Fluorouracil","M14",5,0.0297858841766605,0.0383425390848164,77.683650816061
"878","Fluorouracil","MALME3M",1,0.0152642577286386,0.0149155090091872,102.33816170294
"879","Fluorouracil","MALME3M",2,0.0144616395216978,0.0149155090091872,96.9570633680032
"880","Fluorouracil","MALME3M",3,0.0176610784852954,0.0149155090091872,118.407480927517
"881","Fluorouracil","MALME3M",4,0.0141546129207949,0.0149155090091872,94.8986247272982
"882","Fluorouracil","MALME3M",5,0.00564048842255972,0.0149155090091872,37.8162650640047
"883","Fluorouracil","MDAMB231",1,0.0318992659096223,0.0313143348703864,101.867933780669
