"","ionIndex","X.1","X","drug","slope","r2","adj.r2","pvalue","color","mzLabel","idKEGG","score","name"
"21",19,25785,25785,"Rapamycin",0.859621338327525,0.0587853797950006,0.0468712706784815,0.0291946212960092,"Positive","mz093.0460","",100,"Methylpyrazine"
"22",19,27767,27767,"Cladribine",-1.7635679543346,0.214483372795312,0.180330475960325,0.019730644580709,"Negative","mz093.0460","",100,"Methylpyrazine"
"23",19,12902,12902,"Clofarabine",-1.41761026886411,0.200769387443496,0.177262604721246,0.00613414138188783,"Negative","mz093.0460","",100,"Methylpyrazine"
"24",19,2992,2992,"Fluorouracil",1.12428251944238,0.098781800613002,0.073032709201945,0.0581597738537867,"Positive","mz093.0460","",100,"Methylpyrazine"
"25",19,16866,16866,"Topotecan",1.27111229346809,0.120432906336746,0.0960004870683228,0.0327903852222894,"Positive","mz093.0460","",100,"Methylpyrazine"
"26",22,8941,8941,"Asparaginase",2.13912191358414,0.106078952178068,0.0315855315262406,0.255804717246534,"Positive","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"27",22,26779,26779,"Decitabine",1.80733778095971,0.200703278692192,0.180208490966351,0.00331088815857454,"Positive","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"28",22,16869,16869,"Topotecan",1.43477856827497,0.225443273111019,0.203927808475214,0.00259467850414418,"Positive","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"29",22,2004,2004,"Erlotinib",1.56301442141246,0.151550688568915,0.136665612929773,0.00230788686389023,"Positive","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"30",22,25788,25788,"Rapamycin",1.27898214847862,0.0960331115231554,0.0845904926816763,0.00487254912995117,"Positive","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"31",22,28761,28761,"Methotrexate",1.66057788989229,0.287880883992667,0.266936204110098,0.000742532066533471,"Positive","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"32",22,22815,22815,"YC-1",0.94024567967743,0.129369266138852,0.105185079087153,0.0265573138062549,"Positive","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"33",22,11914,11914,"Irinotecan",-1.44621211045322,0.230312808040309,0.204656568308319,0.00544249843573813,"Negative","mz102.0563","C00334 C01026 C01205 C02261 C02356 C03284 C03665 C05145 C11735",100,"Aminobutanoic acid (ABA)"
"34",23,2996,2996,"Fluorouracil",1.12763555070428,0.285174753506361,0.264751175035115,0.000663735621871732,"Positive","mz104.0356","C00065 C00716 C00740",100,"Serine"
"35",24,24799,24799,"Lenvatinib",-1.61994536865571,0.0873528612005972,0.0393188012637866,0.193340905059364,"Negative","mz105.0020","",100,"Methylthioglycolic acid"
"36",30,16877,16877,"Topotecan",1.00112870541669,0.179129256624126,0.156327291530352,0.00810716152159061,"Positive","mz110.0725","C00388",100,"Histamine"
"37",30,29760,29760,"Paclitaxel",-0.994856052889842,0.295659690254135,0.272181679929272,0.00129744729649224,"Negative","mz110.0725","C00388",100,"Histamine"
"38",31,28770,28770,"Methotrexate",1.64144237330498,0.353361451174741,0.334342670326939,0.000131899627104125,"Positive","mz111.0090","C01546",100,"Furoic acid"
"39",31,22824,22824,"YC-1",1.41698026008312,0.218051276811163,0.196330478944806,0.00312128447830813,"Positive","mz111.0090","C01546",100,"Furoic acid"
"40",31,25797,25797,"Rapamycin",0.942161850573283,0.0773546541497294,0.0656755991389665,0.01193525689755,"Positive","mz111.0090","C01546",100,"Furoic acid"
"41",32,28771,28771,"Methotrexate",1.27773233610541,0.392337802683768,0.374465385115644,4.37873746886761e-05,"Positive","mz111.0201","C00106",100,"Uracil"
"42",32,26789,26789,"Decitabine",-3.77892698930029,0.0258825350740988,0.000905164178562901,0.31497137477061,"Negative","mz111.0201","C00106",100,"Uracil"
"43",33,26790,26790,"Decitabine",-3.43732453187454,0.0264640926312276,0.00150163346792587,0.309523260129908,"Negative","mz112.0234","",100,"2,4-Dimethylthiazole"
"44",33,16880,16880,"Topotecan",1.20559816790589,0.279053503598171,0.259027212031454,0.000652161791885826,"Positive","mz112.0234","",100,"2,4-Dimethylthiazole"
"45",36,16883,16883,"Topotecan",0.958764156003812,0.165079183497101,0.141886938594243,0.011368137220393,"Positive","mz113.0356","C00429 C02512 C02565",100,"Dihydrouracil"
"46",37,16884,16884,"Topotecan",1.10877306487449,0.274539310747574,0.254387624935007,0.000734804034989315,"Positive","mz114.0563","C00148 C00763 C18170",100,"Proline"
"47",38,22831,22831,"YC-1",1.23589198129098,0.260356441071407,0.239810786656724,0.0010649011258835,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"48",38,8957,8957,"Asparaginase",4.72698958006482,0.404346638086371,0.354708857926902,0.0145116345170163,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"49",38,28777,28777,"Methotrexate",2.9823377347039,0.437880692977103,0.421347772182312,1.10931176922921e-05,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"50",38,16885,16885,"Topotecan",1.44234943906977,0.171652139021477,0.148642476216518,0.00970872713600715,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"51",38,19858,19858,"Trametinib",1.13545093679712,0.0776766769047646,0.0609071619393967,0.0357854947461708,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"52",38,21840,21840,"Oxaliplatin",1.15390256666915,0.108557755922627,0.0807001857952087,0.0570608669419906,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"53",38,25804,25804,"Rapamycin",0.933804725486071,0.0408725344288785,0.0287316804343073,0.0702981056480748,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"54",38,9948,9948,"17-AAG",1.31731302772899,0.129560812425281,0.100546172839457,0.0430170540185773,"Positive","mz115.0036","C00122 C01384",100,"Fumarate"
"55",39,16886,16886,"Topotecan",0.984836400040897,0.163620270861383,0.140387500607533,0.0117723675620981,"Positive","mz116.0354","C00441 C03508",100,"Aspartate semialdehyde"
"56",41,22834,22834,"YC-1",1.09769994300461,0.208828479062161,0.186851492369444,0.00392401712889644,"Positive","mz117.0196","C00042 C02170",100,"Succinate"
"57",41,21843,21843,"Oxaliplatin",1.78841483941619,0.19743203134967,0.172351782329347,0.00847164244783099,"Positive","mz117.0196","C00042 C02170",100,"Succinate"
"58",45,19865,19865,"Trametinib",-1.33715125654511,0.211651465860393,0.197317856148764,0.000317569153165226,"Negative","mz119.0503","C00601 C02083 C05627 C06758 C07113 C07209 C07214",100,"Phenylacetaldehyde"
"59",47,24822,24822,"Lenvatinib",-4.21818931090841,0.365877670074592,0.332502810604834,0.0036732317751806,"Negative","mz121.0296","C00180 C00633 C06202",100,"Benzoate"
"60",47,4011,4011,"Pemetrexed",1.2536396066085,0.0694580476833868,0.0515630101388366,0.0541594240346848,"Positive","mz121.0296","C00180 C00633 C06202",100,"Benzoate"
"61",48,24823,24823,"Lenvatinib",-2.83698429632584,0.418711509775356,0.388117378710901,0.0015216143187474,"Negative","mz121.0399","C00153",100,"Nicotinamide"
"62",50,22843,22843,"YC-1",1.0299529831187,0.256579703620778,0.235929139832466,0.00117437742377519,"Positive","mz124.0074","C00245",100,"Taurine"
"63",54,18883,18883,"Mercaptopurine",1.69276299737965,0.222913241609615,0.190534626676682,0.0148788043177012,"Positive","mz125.0357","C00178 C02835",100,"Thymine"
"64",60,26817,26817,"Decitabine",1.49454027240996,0.179158023523942,0.158110793357889,0.00582676160167166,"Positive","mz129.0194","C00490 C01732 C02214 C02226 C02800",100,"Itaconate"
"65",60,28799,28799,"Methotrexate",1.26201161409665,0.375157574200746,0.356779855794886,7.17356657289377e-05,"Positive","mz129.0194","C00490 C01732 C02214 C02226 C02800",100,"Itaconate"
"66",60,16907,16907,"Topotecan",1.09529812845436,0.17421059096783,0.151271996272492,0.00912882238214825,"Positive","mz129.0194","C00490 C01732 C02214 C02226 C02800",100,"Itaconate"
"67",60,18889,18889,"Mercaptopurine",1.69832601560798,0.40786865805132,0.383196518803458,0.000446021448583214,"Positive","mz129.0194","C00490 C01732 C02214 C02226 C02800",100,"Itaconate"
"68",60,8979,8979,"Asparaginase",2.3162039944115,0.35740558022984,0.303856045248993,0.0239443889994215,"Positive","mz129.0194","C00490 C01732 C02214 C02226 C02800",100,"Itaconate"
"69",61,16908,16908,"Topotecan",1.13183028551,0.318393576114534,0.299460064339937,0.000224420203100579,"Positive","mz129.0388","",100,"2-[(Methylthio)methyl]-2-butenal"
"70",64,2046,2046,"Erlotinib",1.30468884348633,0.208148682865562,0.194256554494783,0.000281620226440346,"Positive","mz130.0511","C00430 C01015 C01073 C01110 C01157 C01165 C03440 C04397 C05147",100,"5-Aminolevulinic acid"
"71",64,16911,16911,"Topotecan",1.039206972006,0.192207974661986,0.169769307291486,0.00590146733741441,"Positive","mz130.0511","C00430 C01015 C01073 C01110 C01157 C01165 C03440 C04397 C05147",100,"5-Aminolevulinic acid"
"72",67,2049,2049,"Erlotinib",1.19112590276228,0.225661297514207,0.212076407996912,0.00014370598889548,"Positive","mz131.0462","C00152 C01043 C01905 C02037 C02642",100,"Asparagine"
"73",67,16914,16914,"Topotecan",1.10266226249,0.179876167453156,0.15709494988241,0.00796208536362934,"Positive","mz131.0462","C00152 C01043 C01905 C02037 C02642",100,"Asparagine"
"74",70,28809,28809,"Methotrexate",2.43680411846962,0.419318529426179,0.402239662644596,1.96459251700051e-05,"Positive","mz132.0303","C00049 C00402 C16433 C19911",100,"Aspartate"
"75",70,8989,8989,"Asparaginase",6.19314667607862,0.460097926828105,0.415106087397113,0.00766303570676624,"Positive","mz132.0303","C00049 C00402 C16433 C19911",100,"Aspartate"
"76",70,16917,16917,"Topotecan",1.38521802095926,0.128579709292595,0.104373590106278,0.0270570127297183,"Positive","mz132.0303","C00049 C00402 C16433 C19911",100,"Aspartate"
"77",70,11962,11962,"Irinotecan",-1.36829994545209,0.181069155724295,0.153771460915105,0.0151813626870882,"Negative","mz132.0303","C00049 C00402 C16433 C19911",100,"Aspartate"
"78",70,22863,22863,"YC-1",1.31991868221635,0.20055680869888,0.17835005338496,0.00481090049589517,"Positive","mz132.0303","C00049 C00402 C16433 C19911",100,"Aspartate"
"79",70,9980,9980,"17-AAG",1.60212132844012,0.272268338873373,0.248010616835818,0.00219207435044208,"Positive","mz132.0303","C00049 C00402 C16433 C19911",100,"Aspartate"
"80",71,71,71,"BPTES",6.69528908236401,0.0835447029213094,0.0262662468538911,0.244707404433579,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"81",71,16918,16918,"Topotecan",2.22781461925446,0.240319325445472,0.219217084485624,0.00178200799647342,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"82",71,12954,12954,"Clofarabine",1.22605970991955,0.0607207811085797,0.0330949217294204,0.147403191774199,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"83",71,19891,19891,"Trametinib",1.97205561965759,0.137462118264897,0.121779611324259,0.00452406158568053,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"84",71,9981,9981,"17-AAG",2.34401409816283,0.156926285414209,0.128823828261349,0.0248026627905144,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"85",71,22864,22864,"YC-1",1.91021652320215,0.386886509783815,0.369855579500033,3.06279352156208e-05,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"86",71,26828,26828,"Decitabine",1.77658725135999,0.134278543928328,0.112080557875208,0.0184519043144893,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"87",71,2053,2053,"Erlotinib",1.96250624565054,0.118650395529746,0.103188121767109,0.00755116975232144,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"88",71,21873,21873,"Oxaliplatin",1.58798301936427,0.134364204631589,0.107313086026326,0.0329840649082099,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"89",71,25837,25837,"Rapamycin",1.36722555014002,0.0495907335079073,0.0375602364637035,0.0456923220556512,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"90",71,28810,28810,"Methotrexate",4.41704957392566,0.53657838000399,0.522948332357049,3.80102331322179e-07,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"91",71,8990,8990,"Asparaginase",6.44704599669858,0.432208986827465,0.384893069063087,0.0106166569607487,"Positive","mz133.0145","",100,"3,3-Dimethyl-1,2-dithiolane"
"92",72,14937,14937,"Oligomycin A",-1.22190109885155,0.0993412847040321,0.0866559506857791,0.00660641115679879,"Negative","mz133.0502","C01801 C04272 C06257",100,"Deoxyribose"
"93",74,28813,28813,"Methotrexate",2.63223955471017,0.497233422503796,0.482446170224496,1.57208445705742e-06,"Positive","mz134.0471","C00147",100,"Adenine"
"94",75,26832,26832,"Decitabine",1.59709198994741,0.240258920979276,0.220778380491565,0.00114134107898175,"Positive","mz135.0298","",100,"1-Pentanesulfenothioic acid"
"95",75,2057,2057,"Erlotinib",1.41820614606528,0.14532251152834,0.130328169625328,0.00289319160025921,"Positive","mz135.0298","",100,"1-Pentanesulfenothioic acid"
"96",75,25841,25841,"Rapamycin",1.00274571144092,0.0708380660969521,0.0590765226298249,0.0163214050959203,"Positive","mz135.0298","",100,"1-Pentanesulfenothioic acid"
"97",75,28814,28814,"Methotrexate",2.70380819987592,0.423567893842418,0.406614008367195,1.72624861195395e-05,"Positive","mz135.0298","",100,"1-Pentanesulfenothioic acid"
"98",75,12958,12958,"Clofarabine",2.20776419675401,0.239932876757479,0.217577961367993,0.00242699579399608,"Positive","mz135.0298","",100,"1-Pentanesulfenothioic acid"
"99",86,12969,12969,"Clofarabine",1.51653204892274,0.126523121230596,0.100832624796202,0.0332485946950685,"Positive","mz143.0463","C19485",100,"N-Nitrosoproline"
"100",86,28825,28825,"Methotrexate",1.77282513844855,0.207670537515562,0.184366729795432,0.00522119653198668,"Positive","mz143.0463","C19485",100,"N-Nitrosoproline"
"101",86,18915,18915,"Mercaptopurine",4.26571766336029,0.279188261492812,0.249154439055012,0.00552342751902719,"Positive","mz143.0463","C19485",100,"N-Nitrosoproline"
"102",88,24863,24863,"Lenvatinib",-3.24914474944811,0.461560814829507,0.43322191034685,0.000706131758243779,"Negative","mz143.1077","C06423 C07185",100,"Octanoic acid"
"103",88,14953,14953,"Oligomycin A",1.28595019682851,0.142587034467385,0.130510795516222,0.000989736655202762,"Positive","mz143.1077","C06423 C07185",100,"Octanoic acid"
"104",91,22884,22884,"YC-1",1.26910843230271,0.34384961751678,0.325623218003357,0.000109388762276942,"Positive","mz145.0145","C08369",100,"Di-2-propenyl disulfide, 9CI"
"105",91,3064,3064,"Fluorouracil",1.18230808522624,0.220525972069083,0.198255285556771,0.00336407859606848,"Positive","mz145.0145","C08369",100,"Di-2-propenyl disulfide, 9CI"
"106",91,12974,12974,"Clofarabine",1.17871836964468,0.239911177379257,0.217555623772765,0.00242826519613341,"Positive","mz145.0145","C08369",100,"Di-2-propenyl disulfide, 9CI"
"107",91,26848,26848,"Decitabine",1.63322445487411,0.254085576078768,0.234959565208993,0.000779010838977475,"Positive","mz145.0145","C08369",100,"Di-2-propenyl disulfide, 9CI"
"108",91,21893,21893,"Oxaliplatin",1.98616395762196,0.27481650100165,0.252154516657952,0.00146074906862731,"Positive","mz145.0145","C08369",100,"Di-2-propenyl disulfide, 9CI"
"109",91,25857,25857,"Rapamycin",1.290475075018,0.147125463930419,0.136329583727006,0.000408256689239948,"Positive","mz145.0145","C08369",100,"Di-2-propenyl disulfide, 9CI"
"110",92,9011,9011,"Asparaginase",3.8420011652599,0.288119253772974,0.228795858254055,0.0478092501649319,"Positive","mz145.0617","C00064 C00819 C05100",100,"Glutamine"
"111",92,22885,22885,"YC-1",-1.10406229412708,0.221049011439989,0.199411483979989,0.00289636428477049,"Negative","mz145.0617","C00064 C00819 C05100",100,"Glutamine"
"112",94,28833,28833,"Methotrexate",1.90473375269658,0.325551033461353,0.305714299151393,0.000279620289897277,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"113",94,2076,2076,"Erlotinib",1.61763869752566,0.140414363638838,0.125333913878115,0.0034552020262473,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"114",94,11986,11986,"Irinotecan",-1.41658552308628,0.196325939694015,0.169536804350482,0.0110922545916293,"Negative","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"115",94,25860,25860,"Rapamycin",1.22148218810927,0.0783926487816895,0.066726732943483,0.011355392132909,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"116",94,9013,9013,"Asparaginase",2.0984069582136,0.089556762542715,0.0136864927546081,0.298618427387065,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"117",94,10004,10004,"17-AAG",1.08936540422502,0.101641971969972,0.0716967043689714,0.0753275610170374,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"118",94,16941,16941,"Topotecan",1.4649382194844,0.200293111279712,0.178079031037482,0.00484214569688794,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"119",94,26851,26851,"Decitabine",1.87688642126023,0.210226124053907,0.189975511850161,0.00257093008260086,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"120",94,18923,18923,"Mercaptopurine",1.71925036102938,0.308764768340231,0.279963300354408,0.00320735268187448,"Positive","mz146.0458","C00025 C00217 C00979 C05938 C12269",100,"Glutamate"
"121",95,12978,12978,"Clofarabine",1.48045839690532,0.284403954873468,0.263357012369747,0.000810808169855864,"Positive","mz147.0298","",100,"2-Propenyl propyl disulfide"
"122",95,25861,25861,"Rapamycin",1.08566313224183,0.0853652446848263,0.0737875895542545,0.00812794002464794,"Positive","mz147.0298","",100,"2-Propenyl propyl disulfide"
"123",95,16942,16942,"Topotecan",1.21611061745512,0.184408072103153,0.161752740772685,0.00713443561303501,"Positive","mz147.0298","",100,"2-Propenyl propyl disulfide"
"124",95,28834,28834,"Methotrexate",1.31216939214914,0.301653249636724,0.281113639331922,0.000522241947251259,"Positive","mz147.0298","",100,"2-Propenyl propyl disulfide"
"125",95,26852,26852,"Decitabine",1.7302993498106,0.198114854976605,0.177553697411903,0.00354530919047892,"Positive","mz147.0298","",100,"2-Propenyl propyl disulfide"
"126",96,11988,11988,"Irinotecan",-1.24809053802115,0.163413101668549,0.135526871724168,0.0217507422247922,"Negative","mz147.0492","",100,"3-(Methylthio)propyl acetate"
"127",96,2078,2078,"Erlotinib",1.44478082695257,0.137184296247373,0.122047178637677,0.00388233867162127,"Positive","mz147.0492","",100,"3-(Methylthio)propyl acetate"
"128",96,28835,28835,"Methotrexate",1.63232005845464,0.316166845197868,0.296054105350746,0.000358146273564791,"Positive","mz147.0492","",100,"3-(Methylthio)propyl acetate"
"129",96,16943,16943,"Topotecan",1.38040954984385,0.21622366567727,0.194452100834972,0.00326657912555022,"Positive","mz147.0492","",100,"3-(Methylthio)propyl acetate"
"130",96,25862,25862,"Rapamycin",1.18778724511719,0.0857750322565093,0.0742025643103891,0.00796979904937162,"Positive","mz147.0492","",100,"3-(Methylthio)propyl acetate"
"131",96,26853,26853,"Decitabine",1.76806818796104,0.20217816510723,0.181721194981774,0.00318410797600182,"Positive","mz147.0492","",100,"3-(Methylthio)propyl acetate"
"132",97,3070,3070,"Fluorouracil",1.26517380374865,0.0953241820782798,0.0694763015662307,0.0629866725937949,"Positive","mz147.0664","C00418 C06007",100,"Mevalonate"
"133",97,6043,6043,"Chlormethine",1.58672988129337,0.0683521498421728,0.0382989933854687,0.141652961716105,"Positive","mz147.0664","C00418 C06007",100,"Mevalonate"
"134",103,12986,12986,"Clofarabine",2.1936121463195,0.17096799493553,0.146584700668928,0.0121881214209504,"Positive","mz151.0262","C00385 C07599",100,"Xanthine"
"135",103,11995,11995,"Irinotecan",-1.80816491232367,0.249632783807299,0.224620543267542,0.00359698826930599,"Negative","mz151.0262","C00385 C07599",100,"Xanthine"
"136",104,24879,24879,"Lenvatinib",-3.41914159405698,0.378660179138719,0.345958083303915,0.00298546638782563,"Negative","mz151.0399","C00642 C00755 C01983 C01984 C02181 C02519 C03663 C04043 C05593 C05852 C10675 C10804 C12305 C13635 C14088",100,"p-Hydroxyphenylacetic acid"
"137",105,14970,14970,"Oligomycin A",1.3299971651108,0.145640359009034,0.13360712462888,0.000864103445554188,"Positive","mz151.0608","C00379 C00474 C00532 C01904",100,"Ribitol"
"138",113,26870,26870,"Decitabine",-3.25841593118053,0.0307187332796384,0.00586536746629585,0.273050244379799,"Negative","mz155.0089","C00295",100,"Orotate"
"139",120,7057,7057,"Docetaxel",2.05573878201183,0.0930686018232879,0.0426835241468039,0.19090214865563,"Positive","mz157.1233","C01601",100,"Oenanthic ether"
"140",120,10030,10030,"17-AAG",-1.07219028815762,0.131081234074162,0.102117275209968,0.0417247885755257,"Negative","mz157.1233","C01601",100,"Oenanthic ether"
"141",120,24895,24895,"Lenvatinib",-1.70153191760964,0.166944241848022,0.123099201945287,0.0659227724301641,"Negative","mz157.1233","C01601",100,"Oenanthic ether"
"142",120,22913,22913,"YC-1",1.09267431961844,0.0768427833299958,0.0511995273113847,0.0920028316607456,"Positive","mz157.1233","C01601",100,"Oenanthic ether"
"143",130,4094,4094,"Pemetrexed",2.28171734551945,0.0624476660832005,0.0444178135078775,0.0683923609298851,"Positive","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"144",130,16977,16977,"Topotecan",2.272865387961,0.120482811201534,0.0960517781793543,0.0327518254729911,"Positive","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"145",130,8058,8058,"Gemcitabine",-1.14008515701176,0.0360504001520002,0.0191390036634387,0.149768559238028,"Negative","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"146",130,9049,9049,"Asparaginase",-3.084730746719,0.288302935078687,0.228994846335244,0.047724638741495,"Negative","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"147",130,7067,7067,"Docetaxel",3.6465769227049,0.272411802265226,0.231990235724405,0.0182517959370257,"Positive","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"148",130,14995,14995,"Oligomycin A",2.7639162965101,0.105576990571467,0.0929794833964178,0.00503491149988286,"Positive","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"149",130,24905,24905,"Lenvatinib",-6.55379438676114,0.453628683468085,0.424872298387458,0.000817245358855453,"Negative","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"150",130,3103,3103,"Fluorouracil",-1.64565453728343,0.0812795015353462,0.0550303444363562,0.0872017457331954,"Negative","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"151",130,25896,25896,"Rapamycin",-1.0515893113373,0.0512513145564779,0.0392418375255472,0.0421246471600279,"Negative","mz163.1127","C08490",100,"1-(1-Methoxy-1-methylethyl)-4-methylbenzene"
"152",138,22931,22931,"YC-1",1.27704527438719,0.351270230300828,0.333249958920296,8.83083696274385e-05,"Positive","mz168.0429","",100,"Phosphodimethylethanolamine"
"153",138,4102,4102,"Pemetrexed",1.93110508884458,0.118928067455148,0.101984376444671,0.0106566131522498,"Positive","mz168.0429","",100,"Phosphodimethylethanolamine"
"154",138,16985,16985,"Topotecan",0.942099432160297,0.142089953042149,0.118259118404431,0.0196569529779971,"Positive","mz168.0429","",100,"Phosphodimethylethanolamine"
